City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
340,Sept-Iles,CA,50.2001,-66.3821,65.05,69,75,7.0,broken clouds
341,Vizinga,RU,61.0749,50.1031,54.05,98,100,5.82,overcast clouds
342,Balkanabat,TM,39.5108,54.3671,107.08,8,0,13.76,clear sky
343,Wajima,JP,37.4,136.9,79.63,95,100,25.55,light rain
344,Alice Springs,AU,-23.7,133.8833,47.75,29,0,5.75,clear sky
345,Verkhniy Mamon,RU,50.1635,40.3832,84.79,39,100,18.61,light rain
346,Arraias,BR,-12.9288,-46.9437,85.06,28,5,5.91,clear sky
347,North Myrtle Beach,US,33.816,-78.68,88.02,80,40,4.0,scattered clouds
348,Salalah,OM,17.0151,54.0924,78.89,89,90,9.22,overcast clouds
349,San Jeronimo,PE,-11.9472,-75.2829,56.25,38,39,2.19,scattered clouds
350,Nautla,MX,20.2167,-96.7833,83.5,64,0,2.89,clear sky
351,Sa Kaeo,TH,13.75,102.3333,80.02,84,100,5.03,overcast clouds
352,Sillamae,EE,59.3997,27.7547,71.85,59,87,10.89,moderate rain
353,Idritsa,RU,56.3316,28.8988,67.17,74,100,4.61,light rain
354,Auki,SB,-8.7676,160.7034,75.29,88,100,3.56,overcast clouds
355,Berlevag,NO,70.8578,29.0864,69.6,65,100,13.4,overcast clouds
356,Wasilla,US,61.5814,-149.4394,53.06,93,90,0.0,light rain
357,Mareeba,AU,-17.0,145.4333,65.12,92,21,2.77,few clouds
358,The Pas,CA,53.8251,-101.2541,60.82,82,90,5.28,overcast clouds
359,Paragominas,BR,-2.9667,-47.4833,92.53,32,54,6.42,broken clouds
360,Saint-Louis,SN,16.3333,-15.0,96.6,31,98,9.42,overcast clouds
361,Terrace,CA,54.5163,-128.6035,57.42,94,90,19.57,light rain
362,Christchurch,NZ,-43.5333,172.6333,41.2,71,75,3.0,broken clouds
363,Bantry,IE,51.6833,-9.45,65.68,73,54,14.94,broken clouds
364,Sola,VU,-13.8833,167.55,77.88,77,100,24.4,overcast clouds
365,Grindavik,IS,63.8424,-22.4338,66.56,77,75,21.85,broken clouds
366,Havelock,US,34.8791,-76.9013,84.97,77,1,1.99,clear sky
367,Axim,GH,4.8699,-2.2405,80.65,70,18,10.76,few clouds
368,Severo-Yeniseyskiy,RU,60.3725,93.0408,60.44,65,80,2.86,broken clouds
369,Kannad,IN,20.2667,75.1333,83.53,79,98,5.3,overcast clouds
370,Zyryanovsk,KZ,49.7386,84.2719,71.29,47,87,5.44,overcast clouds
371,Vysokoye,BY,52.3709,23.3708,78.15,48,46,7.92,scattered clouds
372,Katherine,AU,-14.4667,132.2667,73.72,43,0,6.91,clear sky
373,Kushiro,JP,42.975,144.3747,60.58,93,100,19.13,overcast clouds
374,Mahebourg,MU,-20.4081,57.7,73.26,94,75,4.61,broken clouds
375,Gulbarga,IN,17.3333,76.8333,87.84,56,100,5.28,overcast clouds
376,Namibe,AO,-15.1961,12.1522,75.83,69,0,14.97,clear sky
377,Bad Langensalza,DE,51.1,10.65,75.81,46,99,13.56,overcast clouds
378,Kenai,US,60.5544,-151.2583,53.1,92,1,9.22,clear sky
379,Sibu,MY,2.3,111.8167,80.91,89,40,0.0,scattered clouds
380,Korla,CN,41.7597,86.1469,88.23,20,0,7.81,clear sky
381,Fez,MA,34.0372,-4.9998,89.85,33,0,9.22,clear sky
382,Lebu,CL,-37.6167,-73.65,48.92,71,0,11.74,clear sky
383,Saint Anthony,US,45.0205,-93.218,74.79,92,1,0.0,clear sky
384,Loreto,MX,22.2667,-101.9667,66.56,63,71,6.49,broken clouds
385,Faya,SA,18.3851,42.4509,84.31,31,92,7.52,overcast clouds
386,Kemijarvi,FI,66.7131,27.4306,56.14,95,100,9.71,overcast clouds
387,Lavrentiya,RU,65.5833,-171.0,42.03,88,91,11.68,overcast clouds
388,Panguna,PG,-6.3164,155.4848,65.98,95,38,1.95,scattered clouds
389,Deputatskiy,RU,69.3,139.9,58.82,57,68,3.74,broken clouds
390,Beloha,MG,-25.1667,45.05,70.66,55,0,9.62,clear sky
391,Dourbali,TD,11.8091,15.8632,83.93,62,95,8.01,overcast clouds
392,Nyuksenitsa,RU,60.4128,44.2397,69.51,82,100,4.61,overcast clouds
393,Scalea,IT,39.813,15.7956,104.34,48,5,2.37,clear sky
394,Lakes Entrance,AU,-37.8811,147.981,48.2,75,1,6.6,clear sky
395,Mogocha,RU,53.7333,119.7667,54.46,97,100,6.51,overcast clouds
396,Codrington,AU,-38.2667,141.9667,51.71,63,3,17.29,clear sky
397,Shimoda,JP,34.6667,138.95,79.68,87,54,27.47,broken clouds
398,Lompoc,US,34.6391,-120.4579,61.92,91,90,0.0,mist
399,Naze,JP,28.3667,129.4833,77.22,88,6,5.17,clear sky
400,Severo-Kurilsk,RU,50.6789,156.125,51.93,84,2,5.95,clear sky
401,Asosa,ET,10.0667,34.5333,66.47,94,70,3.18,light rain
402,Camacupa,AO,-12.0167,17.4833,84.18,9,0,2.26,clear sky
403,Herat,AF,34.5,62.0,87.13,10,0,18.3,clear sky
404,Ahuimanu,US,21.4447,-157.8378,78.51,72,75,11.5,light rain
405,Kulhudhuffushi,MV,6.6221,73.07,81.32,77,100,16.15,overcast clouds
406,Evensk,RU,61.95,159.2333,55.26,62,21,5.44,few clouds
407,Logansport,US,40.7545,-86.3567,77.61,84,90,11.5,overcast clouds
408,Pokrovsk,UA,48.282,37.1758,79.59,61,100,7.29,overcast clouds
409,Bayanday,RU,53.0661,105.5139,54.64,60,3,1.36,clear sky
410,Paamiut,GL,61.994,-49.6678,42.62,85,40,21.59,scattered clouds
411,Mwense,ZM,-10.3845,28.698,86.27,16,0,6.67,clear sky
412,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,86,75,9.22,broken clouds
413,Minab,IR,27.1467,57.0801,94.5,51,28,11.03,scattered clouds
414,Kurilsk,RU,45.2333,147.8833,52.65,86,100,13.24,overcast clouds
415,Yamada,JP,39.4667,141.95,77.58,95,85,15.73,overcast clouds
416,Kalabo,ZM,-14.97,22.6814,88.74,8,0,6.58,clear sky
417,Pangai,TO,-19.8,-174.35,73.99,74,100,11.56,light rain
418,Karasuk,RU,53.7377,78.0403,64.9,87,70,7.25,broken clouds
419,Narrabri,AU,-30.3167,149.7833,51.53,76,40,6.91,scattered clouds
420,Petrozavodsk,RU,61.7849,34.3469,67.46,77,0,4.47,clear sky
421,Severodvinsk,RU,64.5635,39.8302,59.11,92,100,9.35,overcast clouds
422,Seddon,AU,-37.8068,144.8916,54.07,84,75,1.99,broken clouds
423,Lerwick,GB,60.1545,-1.1494,59.0,95,93,14.56,overcast clouds
424,Qaqortoq,GL,60.7167,-46.0333,54.1,49,0,5.77,clear sky
425,Imbituba,BR,-28.24,-48.6703,69.69,54,80,9.55,broken clouds
426,Touros,BR,-5.1989,-35.4608,85.1,63,46,16.62,scattered clouds
427,Sur,OM,22.5667,59.5289,89.85,60,84,5.73,broken clouds
428,Ranong,TH,9.9658,98.6348,79.68,89,24,6.51,few clouds
429,Kogon,UZ,39.7228,64.5517,92.84,25,0,11.5,clear sky
430,Myitkyina,MM,25.3833,97.4,76.01,98,99,1.3,overcast clouds
431,Lata,PT,40.1629,-8.3327,89.04,29,36,12.53,scattered clouds
432,Plouzane,FR,48.3833,-4.6167,70.12,73,75,16.11,broken clouds
433,Ringwood,US,41.1134,-74.2454,81.09,79,76,7.14,broken clouds
434,Zhongshu,CN,24.5167,103.7667,66.92,94,100,2.93,overcast clouds
435,Russell,US,32.3502,-85.1999,89.96,75,75,2.3,broken clouds
436,Bowen,AU,-20.0167,148.2333,59.22,76,0,12.35,clear sky
437,Manjakandriana,MG,-18.9167,47.8,69.49,76,17,7.25,few clouds
438,San Quintin,MX,30.4833,-115.95,68.49,78,6,4.47,clear sky
439,Zelenogradsk,RU,54.9589,20.4767,71.65,64,40,8.95,scattered clouds
440,Alugan,PH,12.2188,125.4808,76.3,90,100,6.8,moderate rain
441,Kropotkin,RU,45.4375,40.5756,93.15,31,83,8.75,broken clouds
442,Vestmanna,FO,62.1564,-7.1664,52.72,94,90,4.61,overcast clouds
443,Madera,US,37.1666,-119.8343,86.97,21,0,1.99,clear sky
444,Begunitsy,RU,59.5855,29.3176,73.69,64,100,5.55,overcast clouds
445,Camana,PE,-16.6228,-72.7111,63.16,74,79,11.43,broken clouds
446,Shahrud,IR,36.4182,54.9763,88.39,22,7,11.03,clear sky
447,Husavik,IS,66.0449,-17.3389,69.71,47,75,4.59,broken clouds
448,Alofi,NU,-19.0595,-169.9187,75.09,100,75,4.61,moderate rain
449,Haines Junction,CA,60.7522,-137.5108,55.35,44,71,6.91,broken clouds
450,Dutlwe,BW,-23.9833,23.9,76.03,14,83,14.88,broken clouds
451,Carutapera,BR,-1.195,-46.02,79.63,83,49,7.56,scattered clouds
452,Isla Mujeres,MX,21.2311,-86.731,86.05,67,96,7.65,overcast clouds
453,Coquimbo,CL,-29.9533,-71.3436,55.13,71,0,3.44,clear sky
454,Airai,TL,-8.9266,125.4092,56.66,91,44,2.8,scattered clouds
455,Kathmandu,NP,27.7167,85.3167,73.62,88,75,6.91,broken clouds
456,Sabang,ID,5.8933,95.3214,83.3,78,100,16.87,overcast clouds
457,Karlstad,SE,59.3793,13.5036,66.76,77,40,3.44,scattered clouds
458,Dukat,RU,62.55,155.55,46.53,74,9,3.38,clear sky
459,Tripoli,LY,32.8752,13.1875,93.63,50,0,18.66,clear sky
460,Smithers,CA,54.7804,-127.1743,53.92,94,75,0.0,broken clouds
461,Xichang,CN,27.8964,102.2634,69.22,90,100,1.48,overcast clouds
462,Roald,NO,62.5833,6.1333,77.05,72,0,12.66,clear sky
463,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,59,1,6.91,clear sky
464,Jutai,BR,-5.1833,-68.9,92.66,39,44,3.18,scattered clouds
465,Parksville,CA,49.3163,-124.3195,64.04,86,15,16.11,few clouds
466,Carballo,ES,43.213,-8.691,79.07,46,0,6.42,clear sky
467,Newport,GB,51.5877,-2.9984,69.08,76,99,14.52,overcast clouds
468,Voznesenye,RU,61.0106,35.4781,66.31,81,95,3.76,overcast clouds
469,Valday,RU,57.9747,33.2525,71.76,68,41,6.64,scattered clouds
470,Hervey Bay,AU,-25.2986,152.8535,63.03,65,81,13.62,broken clouds
471,Phalombe,MW,-15.8064,35.6507,73.08,30,0,3.4,clear sky
472,Honningsvag,NO,70.9821,25.9704,62.35,67,0,9.22,clear sky
473,Nizhniy Tsasuchey,RU,50.5167,115.1333,58.64,93,100,8.46,overcast clouds
474,Bouloupari,NC,-21.8667,166.05,58.91,71,1,6.98,clear sky
475,Ferme-Neuve,CA,46.7001,-75.4493,65.3,98,100,4.12,overcast clouds
476,Sioux Lookout,CA,50.1001,-91.917,71.98,94,75,5.75,broken clouds
477,Orange,US,33.7,-117.7675,72.97,86,1,1.01,clear sky
478,Kahului,US,20.8947,-156.47,74.46,76,1,10.36,clear sky
479,Tome,CL,-36.6167,-72.95,45.21,57,0,4.38,clear sky
480,Poronaysk,RU,49.2167,143.1167,51.69,84,100,7.7,overcast clouds
481,Mitsamiouli,KM,-11.3847,43.2844,76.95,67,19,10.85,few clouds
482,Praia,CV,14.9215,-23.5087,86.54,62,75,9.22,broken clouds
483,North Platte,US,41.1239,-100.7654,71.49,60,1,3.44,clear sky
484,Bagan,RU,54.1001,77.6646,63.46,93,79,7.65,broken clouds
485,Tirschenreuth,DE,49.8825,12.3331,73.47,56,55,4.0,broken clouds
486,Yumen,CN,40.2833,97.2,83.03,16,100,3.51,overcast clouds
487,Mitu,CO,1.1983,-70.1733,81.95,64,36,1.72,scattered clouds
488,Goderich,CA,43.7501,-81.7165,83.03,69,34,9.22,scattered clouds
489,Hobyo,SO,5.3505,48.5268,78.22,78,100,25.37,overcast clouds
490,Fairbanks,US,64.8378,-147.7164,53.1,95,90,1.01,moderate rain
491,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,13.8,scattered clouds
492,Talnakh,RU,69.4865,88.3972,60.55,70,100,9.64,overcast clouds
493,Kantunilkin,MX,21.0917,-87.45,85.84,50,27,4.7,scattered clouds
494,Raton,US,36.9034,-104.4391,78.06,67,1,4.61,haze
495,Duma,CN,34.7653,108.135,71.62,44,64,3.13,light rain
496,Sambava,MG,-14.2667,50.1667,71.87,83,9,12.39,clear sky
497,Artyom,AZ,40.4723,50.333,91.54,64,15,9.04,few clouds
498,San Patricio,US,28.017,-97.5169,87.89,61,2,17.94,clear sky
499,Broome,US,42.2506,-75.833,78.69,78,1,1.01,clear sky
500,Shenkursk,RU,62.1091,42.896,63.43,92,99,5.86,overcast clouds
501,Chissamba,AO,-12.1667,17.3333,84.38,9,0,2.91,clear sky
502,Ritchie,ZA,-29.038,24.6028,60.01,37,6,18.66,clear sky
503,Azle,US,32.8951,-97.5459,84.94,70,20,4.0,few clouds
504,Ljungby,SE,56.8332,13.9408,64.81,86,47,11.16,light rain
505,Shymkent,KZ,42.3,69.6,84.79,14,0,8.95,clear sky
506,Asau,RO,46.4333,26.4,85.12,41,99,5.64,overcast clouds
507,Weiser,US,44.251,-116.9693,63.32,42,0,2.51,clear sky
508,Coihaique,CL,-45.5752,-72.0662,37.35,75,0,3.44,clear sky
509,Pauini,BR,-7.7136,-66.9764,96.48,25,0,1.63,clear sky
510,Bay Roberts,CA,47.5999,-53.2648,63.52,71,17,4.0,few clouds
511,Vestmannaeyjar,IS,63.4427,-20.2734,58.19,41,0,12.66,clear sky
512,Nevinnomyssk,RU,44.6267,41.9453,87.31,36,33,6.24,scattered clouds
513,Bilibino,RU,68.0546,166.4372,47.21,63,79,1.03,broken clouds
514,Lebedyn,UA,50.5852,34.4849,91.2,24,12,13.18,few clouds
515,Bijie,CN,27.3125,105.2942,67.15,90,100,2.06,overcast clouds
516,Manuk Mangkaw,PH,4.8,119.85,84.04,71,72,10.04,light rain
517,Chokurdakh,RU,70.6333,147.9167,60.39,58,86,1.68,overcast clouds
518,Praia Da Vitoria,PT,38.7333,-27.0667,77.76,83,75,11.1,fog
519,Olafsvik,IS,64.8945,-23.7142,57.25,84,100,13.35,overcast clouds
520,Tura,IN,25.5198,90.2201,75.94,96,32,4.88,scattered clouds
521,Acari,PE,-15.4311,-74.6158,69.26,59,62,7.27,broken clouds
522,Langres,FR,47.8333,5.3333,71.67,61,94,8.28,overcast clouds
523,Yuryev-Polskiy,RU,56.5,39.6833,82.71,53,5,5.59,clear sky
524,Tazovskiy,RU,67.4667,78.7,56.73,74,4,14.74,clear sky
525,San Juan,AR,-31.5375,-68.5364,43.65,68,99,3.85,overcast clouds
526,Angoche,MZ,-16.2325,39.9086,73.8,64,27,9.33,scattered clouds
527,Bognor Regis,GB,50.7821,-0.6798,70.5,82,100,21.12,overcast clouds
528,Madisonville,US,37.3281,-87.4989,79.21,96,100,7.07,overcast clouds
529,Mayo,US,38.8876,-76.5119,84.02,82,1,3.0,clear sky
530,Pacifica,US,37.6138,-122.4869,62.87,93,40,3.44,scattered clouds
531,Altamira,BR,-3.2033,-52.2064,89.69,62,20,5.75,few clouds
532,Ust-Nera,RU,64.5667,143.2,60.35,59,96,2.1,overcast clouds
533,Kalmunai,LK,7.4167,81.8167,83.03,70,100,11.74,overcast clouds
534,Tocopilla,CL,-22.092,-70.1979,64.51,67,42,12.71,scattered clouds
535,Moyale,KE,3.5167,39.0584,79.63,38,92,10.33,overcast clouds
536,Abha,SA,18.2164,42.5053,84.02,44,40,5.75,thunderstorm
537,Fort Nelson,CA,58.8053,-122.7002,54.99,94,90,3.44,light rain
538,Codlea,RO,45.7,25.45,83.12,54,38,12.48,scattered clouds
539,Umm Bab,QA,25.2142,50.8072,109.08,40,9,15.28,clear sky
540,Methoni,GR,36.8197,21.7049,89.46,63,0,14.94,clear sky
541,Svay Rieng,KH,11.0879,105.7993,83.55,75,98,11.86,overcast clouds
542,Rudnogorsk,RU,57.2639,103.7519,57.36,61,20,2.53,few clouds
543,Surab,PK,28.4914,66.2585,84.18,11,0,9.57,clear sky
544,Grimma,DE,51.2333,12.7167,77.23,53,99,4.12,overcast clouds
545,Caravelas,BR,-17.7125,-39.2481,77.65,53,0,7.07,clear sky
546,Mouzouras,GR,35.5333,24.15,93.2,38,0,3.44,clear sky
547,Ekhabi,RU,53.5102,142.9671,50.2,81,0,1.19,clear sky
548,Flinders,AU,-34.5833,150.8552,54.21,83,6,1.01,clear sky
549,Nadym,RU,65.5333,72.5167,57.63,65,100,15.61,overcast clouds
550,Buta,CD,2.7858,24.73,83.79,60,81,3.98,broken clouds
551,Beyneu,KZ,45.3167,55.2,99.64,13,0,11.52,clear sky
552,Hammerfest,NO,70.6634,23.6821,64.85,68,75,12.66,broken clouds
553,Ondangwa,NA,-17.9167,15.95,89.6,11,0,3.44,clear sky
554,Tandil,AR,-37.3217,-59.1332,41.79,70,100,12.68,overcast clouds
555,Waipawa,NZ,-41.4122,175.5153,45.23,83,100,17.2,overcast clouds
556,Edd,ER,13.9297,41.6925,91.24,69,5,9.1,clear sky
557,Amzya,RU,56.2354,54.3868,72.82,56,100,1.63,overcast clouds
558,Hami,CN,42.8,93.45,87.06,19,65,5.26,broken clouds
559,Mujiayingzi,CN,42.1167,118.7833,59.92,88,5,3.89,clear sky
560,Beringovskiy,RU,63.05,179.3167,46.04,86,100,13.18,overcast clouds
561,Bosaso,SO,11.2842,49.1816,87.78,79,0,10.36,clear sky
562,Sorland,NO,67.667,12.6934,58.86,88,75,8.05,broken clouds
563,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,9.22,few clouds
564,Avera,US,33.194,-82.5271,84.7,63,100,1.86,overcast clouds
565,Wangkui,CN,46.8333,126.5,59.63,88,100,7.63,overcast clouds
566,George Town,MY,5.4112,100.3354,85.95,76,20,1.01,few clouds
567,Plettenberg Bay,ZA,-34.0527,23.3716,55.69,61,71,14.7,broken clouds
568,Totma,RU,59.9747,42.7642,73.13,72,100,2.75,overcast clouds
569,Maldonado,UY,-34.6667,-54.9167,52.99,97,100,14.81,overcast clouds
570,Zhob,PK,31.3411,69.4481,83.73,35,22,13.13,few clouds
571,Iizuka,JP,33.6333,130.6833,78.6,90,4,1.92,clear sky
572,Aksha,RU,50.2814,113.2867,56.32,86,76,3.06,broken clouds
573,Baruun-Urt,MN,46.6806,113.2792,56.7,91,97,8.5,overcast clouds
574,West Bay,KY,19.3667,-81.4167,89.01,73,40,1.99,scattered clouds
575,Zabaykalsk,RU,49.6333,117.3167,61.11,95,100,6.33,overcast clouds
576,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,37,0,4.61,clear sky
577,Affery,CI,6.315,-3.9603,80.26,80,75,4.97,light rain
578,Palmer,US,42.1584,-72.3287,79.0,66,75,1.99,broken clouds
579,Junction City,US,39.0286,-96.8314,82.81,76,1,10.36,clear sky
580,Alyangula,AU,-13.8483,136.4192,73.27,88,5,3.44,clear sky
581,Maceio,BR,-9.6658,-35.7353,74.64,100,90,12.66,mist
582,Abu Samrah,SY,35.3029,37.1841,91.24,32,6,17.65,clear sky
583,Ilanskiy,RU,56.2358,96.065,61.97,73,10,3.0,clear sky
584,Nsanje,MW,-16.92,35.262,79.81,24,0,2.66,clear sky
585,Jiangyou,CN,31.7667,104.7167,78.64,83,100,5.75,light rain
586,Beira,MZ,-19.8436,34.8389,77.09,57,20,13.8,few clouds
587,Gamba,GA,-2.65,10.0,78.31,65,29,10.63,scattered clouds
588,Vardo,NO,70.3705,31.1107,69.55,85,100,12.62,overcast clouds
589,Roxana,CR,10.2753,-83.7513,87.96,66,13,4.56,few clouds
590,Nichinan,JP,31.6,131.3667,76.21,92,7,7.7,clear sky
591,Sibolga,ID,1.7427,98.7792,76.28,92,100,3.11,overcast clouds
592,Tianpeng,CN,30.9866,103.9393,90.07,55,98,3.09,overcast clouds
593,Trairi,BR,-3.2778,-39.2689,88.03,50,7,16.24,clear sky
594,Dakar,SN,14.6937,-17.4441,85.08,74,75,11.5,broken clouds
595,Liverpool,GB,53.4106,-2.9779,71.29,64,40,4.0,scattered clouds
596,Brigantine,US,39.4101,-74.3646,82.33,74,1,4.61,clear sky
597,Krasnaya Gora,RU,52.9995,31.6023,87.71,42,5,6.58,clear sky
598,Great Bend,US,38.3645,-98.7648,75.25,94,1,5.75,clear sky
599,Viet Tri,VN,21.3019,105.4308,84.15,89,100,4.65,overcast clouds
600,Yuncheng,CN,35.0231,110.9928,79.74,63,91,6.91,overcast clouds
601,Olenino,RU,56.2092,33.4889,74.52,65,74,3.4,broken clouds
602,Solnechnyy,RU,50.7214,136.6319,50.59,97,100,3.96,overcast clouds
603,Riyadh,SA,24.6877,46.7219,107.74,7,0,15.05,clear sky
604,Timbiqui,CO,2.7717,-77.6654,81.9,74,57,4.07,broken clouds
605,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,81.73,56,4,1.36,clear sky
606,Vanimo,PG,-2.6741,141.3028,77.04,88,91,4.97,overcast clouds
607,Ternate,ID,0.8,127.4,80.06,81,89,2.77,overcast clouds
608,Del Rio,US,29.3627,-100.8968,82.51,76,75,12.66,broken clouds
609,Breytovo,RU,58.2993,37.8617,72.72,67,67,5.01,broken clouds
610,Sausar,IN,21.65,78.7833,85.35,87,100,5.35,moderate rain
611,Ocampo,MX,21.65,-101.5,60.44,73,100,7.45,overcast clouds
612,Oistins,BB,13.0667,-59.5333,82.49,78,20,16.11,light intensity shower rain
613,Paita,PE,-5.0892,-81.1144,66.76,73,19,13.18,few clouds
614,Valparaiso,CL,-33.0393,-71.6273,52.03,97,0,8.05,clear sky
615,Naron,ES,43.5167,-8.1528,72.55,57,0,7.23,clear sky
616,Rorvik,NO,64.8621,11.2373,75.18,68,20,12.66,few clouds
617,Ust-Kuyga,RU,70.0167,135.6,61.07,71,59,4.85,broken clouds
618,Constitucion,CL,-35.3333,-72.4167,51.93,69,0,2.89,clear sky
619,Waddan,LY,29.1614,16.139,103.33,13,0,16.22,clear sky
620,Hermiston,US,45.8404,-119.2895,67.1,71,1,0.0,clear sky
621,Rosario Do Sul,BR,-30.2583,-54.9142,65.66,75,100,0.87,overcast clouds
622,Quelimane,MZ,-17.8786,36.8883,78.75,57,40,9.22,smoke
623,Bassar,TG,9.25,0.7833,81.46,74,100,8.5,light rain
624,San Jose,US,37.3394,-121.895,62.35,87,20,3.44,few clouds
625,San Joaquin,US,37.9333,-121.3011,67.53,81,1,5.75,clear sky
626,Nemuro,JP,43.3236,145.575,62.46,84,100,26.02,overcast clouds
627,Bagdarin,RU,54.4333,113.6,56.05,98,100,3.53,light rain
628,Baglung,NP,28.2719,83.5898,72.19,94,53,1.59,broken clouds
629,Yerbogachen,RU,61.2767,108.0108,58.05,63,48,6.15,scattered clouds
630,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,40,12.66,scattered clouds
631,Aklavik,CA,68.2191,-135.0107,45.43,83,100,13.47,overcast clouds
632,Shumikha,RU,55.2261,63.2961,66.29,66,100,12.91,overcast clouds
633,Nyurba,RU,63.2842,118.3319,66.94,85,100,2.89,light rain
634,Tanda,IN,26.55,82.65,84.56,81,48,2.95,scattered clouds
635,Cayenne,GF,4.9333,-52.3333,87.84,76,20,5.99,few clouds
636,Jalu,LY,29.0331,21.5482,102.79,12,0,12.59,clear sky
637,Teya,RU,60.3778,92.6267,63.66,65,70,1.99,broken clouds
638,Saveh,IR,35.0213,50.3566,100.26,9,3,16.55,clear sky
639,Puerto Quijarro,BO,-17.7833,-57.7667,96.69,20,95,5.17,overcast clouds
640,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,60,41,14.58,scattered clouds
641,Fredericton,CA,45.9454,-66.6656,66.36,78,1,1.99,clear sky
642,Amahai,ID,-3.3333,128.9167,76.84,89,80,3.38,broken clouds
643,Ulladulla,AU,-35.35,150.4667,52.88,71,29,5.64,scattered clouds
644,Ponnampet,IN,12.15,75.9333,68.94,97,78,4.68,broken clouds
645,Adjumani,UG,3.3779,31.7909,73.98,86,83,4.14,moderate rain
646,Pontes E Lacerda,BR,-15.2261,-59.3353,95.25,22,7,4.0,clear sky
647,Port Shepstone,ZA,-30.7414,30.455,63.64,70,6,33.38,clear sky
648,Sant Julia De Loria,AD,42.4625,1.4825,85.89,37,20,9.22,few clouds
649,Esmeraldas,BR,-19.7625,-44.3139,73.51,37,76,2.06,broken clouds
650,Dongli,CN,23.5656,116.8194,85.98,79,40,6.71,scattered clouds
651,Natchitoches,US,31.7668,-93.1335,84.88,89,1,4.61,clear sky
652,Laguna,US,38.421,-121.4238,75.02,78,1,3.0,clear sky
653,Tahoua,NE,14.8888,5.2692,91.38,46,40,2.3,scattered clouds
654,Panaba,MX,21.2833,-88.2667,89.91,51,4,8.5,clear sky
655,Ancona,IT,43.55,13.1667,100.85,59,4,12.66,clear sky
656,Jiayuguan,CN,39.8167,98.3,81.64,17,100,4.88,overcast clouds
657,Zeerust,ZA,-25.5369,26.0751,79.61,14,81,13.13,broken clouds
658,Envira,BR,-7.3,-70.2167,92.08,36,3,2.89,clear sky
659,Vila Velha,BR,-20.3297,-40.2925,76.95,65,40,6.91,scattered clouds
660,Illapel,CL,-31.6308,-71.1653,56.75,55,6,3.87,clear sky
661,Oktyabrskiy,RU,54.4815,53.471,78.17,34,100,3.51,overcast clouds
662,Koumac,NC,-20.5667,164.2833,66.4,71,76,9.06,broken clouds
663,Marzuq,YE,14.4,46.4667,85.33,38,47,9.44,scattered clouds
664,Djibo,BF,14.1022,-1.6306,95.54,38,97,8.34,overcast clouds
665,London,GB,51.5085,-0.1257,71.78,71,75,12.66,light rain
666,Tezu,IN,27.9167,96.1667,77.7,98,93,2.62,overcast clouds
667,Sechura,PE,-5.5569,-80.8222,69.53,67,33,10.22,scattered clouds
668,Zemio,CF,5.0314,25.1361,81.39,73,25,0.38,light rain
669,Mantua,IT,45.1667,10.7833,93.7,38,1,4.0,clear sky
670,Slave Lake,CA,55.2834,-114.769,44.58,100,90,8.05,fog
671,Twentynine Palms,US,34.1356,-116.0542,88.63,37,0,2.42,clear sky
672,Alekseyevsk,RU,57.8406,108.3492,55.78,67,10,2.84,clear sky
673,Mulchen,CL,-37.7167,-72.2333,46.26,54,1,4.92,clear sky
674,Pacific Grove,US,36.6177,-121.9166,59.11,94,90,3.0,haze
675,Pangoa,PE,-12.1167,-73.0,84.96,41,57,2.04,broken clouds
676,Japura,ID,-0.3167,102.35,76.91,94,98,0.67,overcast clouds
677,Shubarshi,KZ,48.5872,57.1869,86.92,26,0,10.87,clear sky
678,Dubai,AE,25.2582,55.3047,109.65,20,0,6.91,clear sky
679,Cap Malheureux,MU,-19.9842,57.6142,72.46,79,0,1.01,clear sky
680,Kankan,GN,10.3854,-9.3057,80.01,81,85,4.88,light rain
681,Nurota,UZ,40.5614,65.6886,89.69,14,0,18.03,clear sky
682,Buluang,PH,13.3068,123.3425,77.29,91,100,2.73,moderate rain
683,Port-Gentil,GA,-0.7193,8.7815,84.16,65,40,14.97,scattered clouds
684,Cobija,BO,-11.0267,-68.7692,86.18,62,6,2.3,smoke
685,Santo Domingo,DO,18.5001,-69.9886,82.08,80,75,3.0,broken clouds
686,Chara,RU,56.9064,118.2631,54.55,86,95,2.37,overcast clouds
687,Camopi,GF,3.1655,-52.3158,88.27,54,11,5.14,few clouds
688,Beeville,US,28.4008,-97.7483,87.35,94,40,11.5,scattered clouds
689,Marsaxlokk,MT,35.8419,14.5431,92.01,49,0,6.91,clear sky
690,Ketchikan,US,55.3422,-131.6461,57.67,94,90,9.22,light rain
691,Yarim,YE,14.298,44.3779,65.48,57,86,3.44,overcast clouds
692,Koroni,GR,36.8,21.95,89.31,63,0,2.13,clear sky
693,Lingao,CN,19.9103,109.6859,83.39,84,100,6.55,light rain
